Car_ID,Damage_Location,Repairable_or_Replaceable,Repair_Type,Dent_Type,Price
CAR770,Front_Bumper,Repairable,Dent,Deep,3785
CAR770,Rear_Door,Replaceable,,,3548
CAR770,Trunk,Replaceable,,,4657
CAR771,Hood,Repairable,Scratch,,719
CAR771,Roof,Replaceable,,,3217
CAR772,Hood,Repairable,Dent,Extreme,3309
CAR773,Front_Bumper,Replaceable,,,3393
CAR773,Hood,Repairable,Scratch,,1355
CAR773,Hood,Replaceable,,,3505
CAR773,Hood,Replaceable,,,3939
CAR774,Trunk,Replaceable,,,4226
CAR774,Trunk,Repairable,Dent,Deep,4425
CAR774,Trunk,Repairable,Scratch,,929
CAR774,Roof,Repairable,Scratch,,1458
CAR774,Front_Bumper,Repairable,Dent,Shallow,1090
CAR774,Roof,Repairable,Scratch,,641
CAR774,Roof,Replaceable,,,4428
CAR774,Hood,Replaceable,,,3902
CAR774,Hood,Repairable,Scratch,,920
CAR775,Hood,Replaceable,,,4796
CAR775,Rear_Door,Repairable,Dent,Shallow,1767
CAR775,Trunk,Replaceable,,,4209
CAR776,Hood,Repairable,Scratch,,1176
CAR776,Trunk,Replaceable,,,4042
CAR776,Hood,Repairable,Dent,Deep,4310
CAR776,Roof,Replaceable,,,4285
CAR776,Front_Bumper,Repairable,Scratch,,1200
CAR777,Hood,Repairable,Scratch,,802
CAR778,Hood,Repairable,Scratch,,1225
CAR779,Front_Bumper,Repairable,Scratch,,598
CAR779,Rear_Door,Replaceable,,,4913
CAR779,Trunk,Repairable,Dent,Shallow,1146
CAR779,Hood,Repairable,Scratch,,1213
CAR779,Hood,Repairable,Scratch,,1307
CAR779,Rear_Door,Repairable,Scratch,,938
CAR779,Front_Bumper,Repairable,Scratch,,1426
CAR780,Roof,Replaceable,,,4377
CAR780,Roof,Repairable,Scratch,,945
CAR781,Front_Bumper,Repairable,Dent,Shallow,1178
CAR781,Roof,Repairable,Scratch,,1210
CAR781,Front_Bumper,Replaceable,,,4998
CAR781,Front_Bumper,Replaceable,,,4898
CAR781,Trunk,Repairable,Scratch,,1284
CAR781,Hood,Repairable,Scratch,,1451
CAR781,Hood,Repairable,Scratch,,762
CAR781,Hood,Repairable,Scratch,,1361
CAR782,Hood,Repairable,Dent,Extreme,2976
CAR783,Trunk,Repairable,Scratch,,1337
CAR783,Rear_Door,Repairable,Dent,Shallow,1369
CAR783,Trunk,Replaceable,,,3376
CAR784,Trunk,Replaceable,,,4986
CAR784,Front_Bumper,Replaceable,,,4255
CAR785,Front_Bumper,Replaceable,,,3869
CAR785,Front_Bumper,Repairable,Dent,Deep,4028
CAR785,Hood,Repairable,Scratch,,1466
CAR785,Rear_Door,Replaceable,,,4971
CAR785,Roof,Replaceable,,,3952
CAR785,Roof,Repairable,Dent,Extreme,2727
CAR785,Hood,Repairable,Dent,Shallow,1953
CAR785,Rear_Door,Repairable,Dent,Deep,3856
CAR785,Front_Bumper,Replaceable,,,4189
CAR785,Rear_Door,Replaceable,,,4106
CAR785,Roof,Replaceable,,,4991
CAR786,Front_Bumper,Replaceable,,,3094
CAR786,Rear_Door,Repairable,Dent,Shallow,1316
CAR786,Roof,Replaceable,,,3431
CAR786,Rear_Door,Repairable,Scratch,,1318
CAR786,Roof,Repairable,Dent,Shallow,1109
CAR787,Hood,Repairable,Dent,Deep,3943
CAR787,Hood,Repairable,Dent,Extreme,2762
CAR788,Front_Bumper,Repairable,Scratch,,1405
CAR788,Hood,Repairable,Scratch,,910
CAR788,Trunk,Replaceable,,,4299
CAR788,Trunk,Replaceable,,,3439
CAR788,Roof,Repairable,Scratch,,516
CAR788,Hood,Replaceable,,,3792
CAR788,Hood,Repairable,Dent,Extreme,3401
CAR789,Front_Bumper,Replaceable,,,4555
CAR790,Trunk,Replaceable,,,4906
CAR790,Roof,Repairable,Scratch,,871
CAR790,Hood,Replaceable,,,4636
CAR790,Trunk,Replaceable,,,3403
CAR790,Trunk,Repairable,Scratch,,928
CAR790,Hood,Replaceable,,,3711
CAR791,Trunk,Repairable,Scratch,,1061
CAR792,Trunk,Repairable,Scratch,,1214
CAR792,Front_Bumper,Replaceable,,,3335
CAR793,Front_Bumper,Repairable,Dent,Shallow,1444
CAR793,Trunk,Replaceable,,,4385
CAR794,Trunk,Repairable,Scratch,,528
CAR794,Roof,Repairable,Dent,Deep,3961
CAR794,Rear_Door,Replaceable,,,3212
CAR794,Trunk,Replaceable,,,3259
CAR794,Front_Bumper,Replaceable,,,3489
CAR795,Trunk,Repairable,Scratch,,514
CAR796,Rear_Door,Replaceable,,,4251
CAR797,Trunk,Repairable,Scratch,,662
CAR798,Trunk,Repairable,Scratch,,675
CAR798,Roof,Replaceable,,,3116
CAR798,Rear_Door,Replaceable,,,4617
CAR798,Roof,Repairable,Dent,Extreme,2917
CAR799,Rear_Door,Repairable,Dent,Deep,4278
CAR799,Rear_Door,Repairable,Scratch,,1335
CAR799,Front_Bumper,Replaceable,,,4075
CAR799,Front_Bumper,Replaceable,,,4247
CAR799,Rear_Door,Replaceable,,,4612
CAR799,Trunk,Replaceable,,,4844
CAR799,Front_Bumper,Replaceable,,,4296
CAR799,Trunk,Replaceable,,,4755
CAR799,Hood,Repairable,Scratch,,845
CAR799,Rear_Door,Repairable,Dent,Extreme,2974
CAR800,Trunk,Replaceable,,,4359
CAR800,Front_Bumper,Repairable,Scratch,,775
CAR800,Roof,Replaceable,,,4916
CAR800,Rear_Door,Repairable,Scratch,,1499
CAR800,Rear_Door,Replaceable,,,3133
CAR801,Trunk,Replaceable,,,3411
CAR801,Trunk,Replaceable,,,3490
CAR801,Rear_Door,Repairable,Scratch,,1006
CAR801,Roof,Replaceable,,,4084
CAR801,Hood,Replaceable,,,4840
CAR802,Front_Bumper,Replaceable,,,4354
CAR802,Trunk,Repairable,Dent,Shallow,1358
CAR802,Trunk,Replaceable,,,4504
CAR803,Front_Bumper,Repairable,Dent,Deep,3503
CAR803,Hood,Repairable,Scratch,,1228
CAR803,Trunk,Replaceable,,,3584
CAR803,Front_Bumper,Repairable,Scratch,,909
CAR803,Trunk,Repairable,Scratch,,1293
CAR803,Rear_Door,Repairable,Scratch,,1490
CAR803,Rear_Door,Replaceable,,,4228
CAR804,Trunk,Replaceable,,,3702
CAR805,Roof,Replaceable,,,3817
CAR805,Hood,Replaceable,,,4263
CAR805,Front_Bumper,Repairable,Scratch,,1465
CAR805,Roof,Replaceable,,,4105
CAR805,Hood,Repairable,Dent,Shallow,1609
CAR805,Roof,Replaceable,,,3416
CAR805,Trunk,Replaceable,,,3270
CAR805,Rear_Door,Repairable,Scratch,,509
CAR806,Roof,Replaceable,,,4164
CAR806,Hood,Repairable,Scratch,,1003
CAR806,Front_Bumper,Replaceable,,,3046
CAR807,Trunk,Repairable,Scratch,,782
CAR807,Roof,Repairable,Dent,Deep,4032
CAR807,Roof,Repairable,Dent,Shallow,1969
CAR807,Trunk,Replaceable,,,3948
CAR807,Hood,Replaceable,,,4509
CAR807,Front_Bumper,Repairable,Scratch,,1180
CAR807,Front_Bumper,Replaceable,,,3866
CAR807,Front_Bumper,Replaceable,,,3251
CAR807,Hood,Repairable,Dent,Deep,3577
CAR807,Rear_Door,Repairable,Scratch,,895
CAR807,Rear_Door,Replaceable,,,4896
CAR807,Hood,Replaceable,,,4531
CAR808,Hood,Replaceable,,,4695
CAR809,Roof,Repairable,Dent,Shallow,1757
CAR809,Hood,Replaceable,,,4571
CAR809,Hood,Replaceable,,,3843
CAR809,Front_Bumper,Replaceable,,,4545
CAR810,Roof,Repairable,Dent,Extreme,2903
CAR811,Roof,Repairable,Dent,Shallow,1848
CAR812,Front_Bumper,Repairable,Dent,Shallow,1455
CAR812,Trunk,Replaceable,,,3595
CAR812,Trunk,Repairable,Scratch,,822
CAR812,Roof,Replaceable,,,4396
CAR813,Front_Bumper,Replaceable,,,4091
CAR813,Trunk,Repairable,Scratch,,946
CAR813,Hood,Repairable,Dent,Deep,4153
CAR813,Roof,Repairable,Scratch,,709
CAR813,Trunk,Repairable,Scratch,,509
CAR814,Front_Bumper,Repairable,Scratch,,823
CAR814,Trunk,Replaceable,,,4812
CAR814,Front_Bumper,Replaceable,,,4373
CAR814,Trunk,Replaceable,,,4485
CAR814,Front_Bumper,Replaceable,,,3298
CAR814,Trunk,Replaceable,,,3734
CAR814,Roof,Replaceable,,,4960
CAR814,Rear_Door,Replaceable,,,4512
CAR814,Trunk,Repairable,Scratch,,1234
CAR814,Hood,Repairable,Scratch,,927
CAR815,Trunk,Repairable,Scratch,,1296
CAR815,Roof,Replaceable,,,3368
CAR815,Front_Bumper,Repairable,Scratch,,865
CAR815,Rear_Door,Repairable,Dent,Extreme,3055
CAR815,Roof,Replaceable,,,4483
CAR816,Trunk,Repairable,Dent,Deep,4323
CAR817,Front_Bumper,Repairable,Dent,Deep,4419
CAR817,Rear_Door,Replaceable,,,3408
CAR817,Front_Bumper,Repairable,Dent,Deep,3612
CAR818,Rear_Door,Repairable,Dent,Deep,4262
CAR819,Roof,Repairable,Dent,Extreme,3337
CAR819,Trunk,Replaceable,,,4714
CAR820,Hood,Repairable,Scratch,,1137
CAR821,Rear_Door,Replaceable,,,4143
CAR821,Rear_Door,Replaceable,,,3085
CAR821,Front_Bumper,Replaceable,,,3655
CAR821,Rear_Door,Repairable,Scratch,,1249
CAR821,Rear_Door,Repairable,Dent,Deep,4264
CAR822,Roof,Repairable,Dent,Extreme,2542
CAR822,Trunk,Repairable,Dent,Shallow,1974
CAR822,Roof,Repairable,Dent,Deep,3675
CAR822,Hood,Replaceable,,,3435
CAR822,Front_Bumper,Repairable,Scratch,,860
CAR823,Roof,Repairable,Scratch,,959
CAR823,Hood,Replaceable,,,3138
CAR823,Hood,Repairable,Dent,Deep,4360
CAR823,Front_Bumper,Repairable,Scratch,,1297
CAR823,Trunk,Replaceable,,,3273
CAR824,Roof,Repairable,Dent,Extreme,3377
CAR824,Rear_Door,Replaceable,,,3388
CAR824,Roof,Replaceable,,,3107
CAR824,Rear_Door,Repairable,Dent,Extreme,3205
CAR824,Roof,Repairable,Scratch,,1466
CAR824,Rear_Door,Repairable,Dent,Extreme,2579
CAR824,Rear_Door,Replaceable,,,3188
CAR824,Roof,Replaceable,,,3165
CAR824,Rear_Door,Replaceable,,,4679
CAR825,Hood,Repairable,Dent,Shallow,1042
CAR825,Roof,Repairable,Scratch,,876
CAR826,Trunk,Replaceable,,,4944
CAR826,Front_Bumper,Repairable,Scratch,,1479
CAR826,Rear_Door,Replaceable,,,4021
CAR826,Front_Bumper,Repairable,Dent,Deep,4106
CAR827,Rear_Door,Replaceable,,,4300
CAR827,Rear_Door,Repairable,Dent,Shallow,1693
CAR827,Rear_Door,Replaceable,,,4392
CAR827,Hood,Replaceable,,,4222
CAR828,Front_Bumper,Replaceable,,,3747
CAR828,Roof,Replaceable,,,3023
CAR828,Roof,Replaceable,,,4714
CAR828,Hood,Replaceable,,,3322
CAR828,Rear_Door,Repairable,Dent,Extreme,3263
CAR828,Hood,Repairable,Dent,Extreme,3104
CAR828,Rear_Door,Repairable,Dent,Shallow,1996
CAR828,Rear_Door,Replaceable,,,4184
CAR828,Roof,Repairable,Dent,Shallow,1317
CAR828,Roof,Replaceable,,,3314
CAR828,Hood,Repairable,Dent,Deep,4410
CAR828,Roof,Repairable,Scratch,,557
CAR828,Trunk,Replaceable,,,3134
CAR828,Front_Bumper,Repairable,Dent,Shallow,1796
CAR828,Rear_Door,Replaceable,,,4924
CAR828,Front_Bumper,Repairable,Dent,Extreme,2598
CAR828,Front_Bumper,Replaceable,,,3098
CAR828,Trunk,Repairable,Scratch,,538
CAR828,Rear_Door,Replaceable,,,4232
CAR828,Front_Bumper,Repairable,Scratch,,1208
CAR828,Roof,Repairable,Dent,Extreme,3416
CAR828,Trunk,Replaceable,,,3187
CAR828,Rear_Door,Replaceable,,,3399
CAR829,Hood,Replaceable,,,3580
CAR830,Front_Bumper,Replaceable,,,3790
CAR831,Trunk,Repairable,Dent,Deep,4365
CAR832,Front_Bumper,Repairable,Scratch,,536
CAR833,Roof,Replaceable,,,4520
CAR834,Front_Bumper,Replaceable,,,3853
CAR834,Rear_Door,Replaceable,,,4352
CAR834,Roof,Replaceable,,,3984
CAR834,Rear_Door,Repairable,Dent,Shallow,1273
CAR834,Roof,Replaceable,,,3776
CAR834,Trunk,Repairable,Dent,Deep,4480
CAR834,Rear_Door,Replaceable,,,3344
CAR834,Front_Bumper,Repairable,Dent,Extreme,2598
CAR834,Front_Bumper,Replaceable,,,3628
CAR835,Rear_Door,Repairable,Dent,Deep,3692
CAR835,Trunk,Repairable,Scratch,,1193
CAR836,Hood,Replaceable,,,4483
CAR836,Hood,Repairable,Dent,Extreme,3339
CAR836,Hood,Replaceable,,,4068
CAR836,Front_Bumper,Repairable,Dent,Deep,3703
CAR836,Roof,Replaceable,,,3419
CAR836,Trunk,Replaceable,,,4394
CAR836,Roof,Replaceable,,,4151
CAR836,Hood,Repairable,Scratch,,1489
CAR836,Roof,Repairable,Scratch,,1286
CAR836,Hood,Repairable,Scratch,,552
CAR836,Hood,Repairable,Scratch,,1225
CAR836,Rear_Door,Replaceable,,,3514
CAR836,Rear_Door,Replaceable,,,3056
CAR836,Front_Bumper,Repairable,Scratch,,1119
CAR836,Rear_Door,Repairable,Dent,Deep,4393
CAR837,Hood,Replaceable,,,3536
CAR837,Front_Bumper,Repairable,Scratch,,548
CAR837,Roof,Repairable,Scratch,,1376
CAR837,Roof,Repairable,Scratch,,963
CAR838,Trunk,Repairable,Dent,Extreme,3056
CAR838,Front_Bumper,Repairable,Scratch,,566
CAR838,Front_Bumper,Replaceable,,,3469
CAR838,Front_Bumper,Repairable,Dent,Deep,4027
CAR838,Trunk,Replaceable,,,4295
CAR838,Roof,Repairable,Scratch,,1328
CAR838,Hood,Repairable,Scratch,,1154
CAR838,Front_Bumper,Repairable,Dent,Extreme,3372
CAR838,Hood,Replaceable,,,4885
CAR838,Hood,Replaceable,,,3038
CAR839,Roof,Repairable,Dent,Extreme,2983
CAR840,Roof,Replaceable,,,4886
CAR840,Hood,Repairable,Scratch,,518
CAR840,Roof,Repairable,Dent,Shallow,1277
CAR840,Trunk,Repairable,Dent,Shallow,1585
CAR840,Trunk,Repairable,Scratch,,1244
CAR840,Hood,Repairable,Scratch,,1098
CAR840,Hood,Repairable,Scratch,,1326
CAR840,Hood,Replaceable,,,3862
CAR840,Rear_Door,Repairable,Scratch,,1441
CAR840,Rear_Door,Replaceable,,,4937
CAR841,Trunk,Replaceable,,,4161
CAR841,Hood,Replaceable,,,4125
CAR841,Rear_Door,Repairable,Scratch,,1312
CAR841,Front_Bumper,Replaceable,,,3139
CAR841,Trunk,Repairable,Scratch,,735
CAR841,Rear_Door,Replaceable,,,4289
CAR841,Rear_Door,Repairable,Dent,Deep,3639
CAR841,Front_Bumper,Repairable,Dent,Shallow,1310
CAR841,Hood,Replaceable,,,3995
CAR841,Front_Bumper,Replaceable,,,3729
CAR842,Trunk,Repairable,Dent,Extreme,3409
CAR842,Hood,Repairable,Scratch,,1483
CAR842,Hood,Repairable,Scratch,,829
CAR842,Hood,Repairable,Scratch,,910
CAR842,Hood,Replaceable,,,3480
CAR843,Rear_Door,Repairable,Dent,Deep,4473
CAR844,Rear_Door,Repairable,Scratch,,1061
CAR844,Front_Bumper,Replaceable,,,4439
CAR844,Hood,Replaceable,,,3553
CAR844,Trunk,Replaceable,,,4252
CAR844,Roof,Repairable,Dent,Shallow,1464
CAR845,Front_Bumper,Repairable,Dent,Shallow,1629
CAR845,Roof,Repairable,Dent,Shallow,1091
CAR845,Rear_Door,Replaceable,,,3624
CAR845,Rear_Door,Replaceable,,,4678
CAR845,Trunk,Replaceable,,,4409
CAR846,Trunk,Replaceable,,,3486
CAR846,Trunk,Replaceable,,,4049
CAR846,Trunk,Repairable,Dent,Extreme,3012
CAR846,Hood,Replaceable,,,3122
CAR846,Front_Bumper,Repairable,Scratch,,1126
CAR846,Hood,Repairable,Scratch,,518
CAR846,Roof,Replaceable,,,3575
CAR847,Trunk,Replaceable,,,3140
CAR847,Rear_Door,Replaceable,,,4110
CAR848,Trunk,Repairable,Scratch,,757
CAR848,Front_Bumper,Replaceable,,,3801
CAR848,Hood,Replaceable,,,3871
CAR848,Front_Bumper,Replaceable,,,3010
CAR848,Roof,Repairable,Scratch,,785
CAR848,Trunk,Repairable,Scratch,,1079
CAR848,Hood,Repairable,Scratch,,788
CAR849,Rear_Door,Repairable,Dent,Deep,4188
CAR849,Rear_Door,Repairable,Scratch,,707
CAR849,Trunk,Replaceable,,,4121
CAR850,Roof,Repairable,Scratch,,1199
CAR850,Trunk,Repairable,Dent,Extreme,2860
CAR850,Rear_Door,Repairable,Scratch,,1121
CAR850,Rear_Door,Replaceable,,,4094
CAR850,Rear_Door,Repairable,Scratch,,838
CAR850,Hood,Repairable,Dent,Extreme,3321
CAR850,Rear_Door,Repairable,Dent,Extreme,3392
CAR850,Hood,Repairable,Dent,Deep,3724
CAR850,Roof,Repairable,Dent,Deep,4448
CAR851,Rear_Door,Repairable,Dent,Extreme,3318
CAR852,Trunk,Replaceable,,,4127
CAR853,Hood,Repairable,Dent,Deep,3590
CAR854,Roof,Repairable,Scratch,,1450
CAR854,Hood,Repairable,Dent,Extreme,3228
CAR854,Front_Bumper,Replaceable,,,3280
CAR854,Roof,Replaceable,,,3344
CAR854,Rear_Door,Repairable,Scratch,,1152
CAR855,Rear_Door,Repairable,Dent,Deep,4039
CAR855,Rear_Door,Repairable,Scratch,,1325
CAR856,Roof,Repairable,Dent,Extreme,3222
CAR857,Front_Bumper,Repairable,Scratch,,828
CAR857,Trunk,Replaceable,,,3078
CAR858,Hood,Replaceable,,,4865
CAR859,Rear_Door,Replaceable,,,4660
CAR860,Hood,Replaceable,,,3626
CAR860,Hood,Repairable,Dent,Shallow,1409
CAR860,Trunk,Repairable,Dent,Extreme,2806
CAR860,Front_Bumper,Repairable,Dent,Deep,4092
CAR860,Front_Bumper,Replaceable,,,3160
CAR860,Trunk,Replaceable,,,3382
CAR860,Front_Bumper,Replaceable,,,4037
CAR860,Front_Bumper,Replaceable,,,3734
CAR861,Hood,Repairable,Scratch,,592
CAR861,Roof,Replaceable,,,3176
CAR861,Trunk,Repairable,Dent,Shallow,1226
CAR861,Rear_Door,Repairable,Scratch,,785
CAR861,Trunk,Repairable,Scratch,,1012
CAR862,Roof,Repairable,Scratch,,995
CAR863,Rear_Door,Replaceable,,,4001
CAR863,Roof,Replaceable,,,4400
CAR863,Rear_Door,Replaceable,,,4315
CAR863,Rear_Door,Replaceable,,,4490
CAR864,Rear_Door,Repairable,Scratch,,733
CAR864,Rear_Door,Replaceable,,,3951
CAR864,Roof,Repairable,Scratch,,782
CAR864,Hood,Replaceable,,,4615
CAR864,Trunk,Repairable,Scratch,,1189
CAR864,Rear_Door,Replaceable,,,4720
CAR864,Front_Bumper,Replaceable,,,4084
CAR864,Roof,Replaceable,,,3968
CAR864,Rear_Door,Replaceable,,,4046
CAR864,Roof,Replaceable,,,3205
CAR865,Trunk,Replaceable,,,4096
CAR865,Front_Bumper,Repairable,Scratch,,667
CAR865,Front_Bumper,Replaceable,,,4967
CAR866,Front_Bumper,Replaceable,,,3181
CAR866,Front_Bumper,Replaceable,,,4480
CAR867,Roof,Repairable,Scratch,,1079
CAR867,Trunk,Replaceable,,,4463
CAR867,Front_Bumper,Repairable,Scratch,,1060
CAR867,Front_Bumper,Repairable,Scratch,,1480
CAR868,Front_Bumper,Replaceable,,,3613
CAR868,Front_Bumper,Repairable,Dent,Extreme,2538
CAR869,Front_Bumper,Repairable,Dent,Shallow,1506
CAR870,Hood,Repairable,Dent,Shallow,1114
CAR870,Roof,Repairable,Dent,Deep,3689
CAR870,Hood,Repairable,Dent,Shallow,1360
CAR870,Rear_Door,Repairable,Scratch,,954
CAR870,Front_Bumper,Replaceable,,,4910
CAR870,Roof,Replaceable,,,3276
CAR870,Rear_Door,Repairable,Dent,Extreme,3334
CAR870,Rear_Door,Repairable,Scratch,,572
CAR871,Rear_Door,Replaceable,,,4273
CAR871,Front_Bumper,Replaceable,,,4610
CAR871,Front_Bumper,Replaceable,,,4623
CAR871,Front_Bumper,Replaceable,,,4839
CAR871,Trunk,Repairable,Scratch,,1055
CAR871,Trunk,Repairable,Dent,Shallow,1286
CAR871,Front_Bumper,Replaceable,,,4079
CAR871,Rear_Door,Replaceable,,,3620
CAR871,Hood,Repairable,Dent,Extreme,2577
CAR871,Roof,Replaceable,,,3302
CAR871,Roof,Replaceable,,,3753
CAR872,Trunk,Repairable,Dent,Extreme,3313
CAR872,Front_Bumper,Repairable,Dent,Extreme,3151
CAR872,Rear_Door,Repairable,Scratch,,1051
CAR873,Trunk,Replaceable,,,3578
CAR874,Rear_Door,Repairable,Scratch,,1334
CAR874,Roof,Repairable,Scratch,,568
CAR874,Hood,Replaceable,,,3539
CAR875,Rear_Door,Repairable,Dent,Extreme,3319
CAR875,Trunk,Replaceable,,,3799
CAR875,Rear_Door,Repairable,Dent,Deep,4222
CAR875,Trunk,Repairable,Dent,Extreme,2688
CAR875,Trunk,Repairable,Dent,Extreme,2764
CAR875,Front_Bumper,Repairable,Dent,Shallow,1155
CAR876,Roof,Replaceable,,,4603
CAR877,Trunk,Replaceable,,,3580
CAR877,Front_Bumper,Repairable,Scratch,,655
CAR877,Hood,Repairable,Scratch,,1192
CAR878,Rear_Door,Repairable,Scratch,,1145
CAR878,Roof,Replaceable,,,3359
CAR878,Trunk,Replaceable,,,3683
CAR879,Hood,Replaceable,,,3477
CAR880,Trunk,Repairable,Dent,Deep,4150
CAR880,Rear_Door,Repairable,Scratch,,880
CAR880,Rear_Door,Repairable,Scratch,,1452
CAR880,Hood,Replaceable,,,3118
CAR881,Front_Bumper,Replaceable,,,3468
CAR881,Front_Bumper,Repairable,Scratch,,1176
CAR881,Roof,Repairable,Scratch,,1172
CAR881,Rear_Door,Repairable,Dent,Shallow,1649
CAR881,Front_Bumper,Replaceable,,,4253
CAR882,Front_Bumper,Replaceable,,,4089
CAR882,Hood,Replaceable,,,3656
CAR882,Roof,Repairable,Scratch,,1367
CAR883,Front_Bumper,Repairable,Scratch,,569
CAR884,Trunk,Replaceable,,,3387
CAR884,Front_Bumper,Repairable,Scratch,,1192
CAR885,Front_Bumper,Replaceable,,,3863
CAR885,Rear_Door,Repairable,Dent,Extreme,3226
CAR885,Rear_Door,Repairable,Scratch,,1150
CAR886,Front_Bumper,Replaceable,,,4179
CAR887,Trunk,Repairable,Dent,Extreme,2753
CAR887,Rear_Door,Repairable,Dent,Deep,3986
CAR887,Rear_Door,Repairable,Dent,Shallow,1872
CAR888,Hood,Replaceable,,,3737
CAR889,Trunk,Repairable,Dent,Shallow,1229
CAR889,Front_Bumper,Repairable,Scratch,,593
CAR889,Roof,Replaceable,,,3382
CAR890,Trunk,Repairable,Scratch,,1045
CAR891,Rear_Door,Replaceable,,,3623
CAR891,Trunk,Repairable,Scratch,,889
CAR891,Front_Bumper,Replaceable,,,4919
CAR891,Front_Bumper,Replaceable,,,3216
CAR892,Hood,Replaceable,,,3010
CAR892,Roof,Repairable,Scratch,,557
CAR892,Trunk,Replaceable,,,4373
CAR892,Front_Bumper,Repairable,Scratch,,894
CAR892,Hood,Repairable,Scratch,,613
CAR892,Front_Bumper,Replaceable,,,3400
CAR893,Hood,Replaceable,,,4362
CAR894,Rear_Door,Replaceable,,,4917
CAR894,Hood,Replaceable,,,3054
CAR894,Trunk,Replaceable,,,4581
CAR894,Trunk,Repairable,Dent,Extreme,2620
CAR894,Trunk,Replaceable,,,4063
CAR895,Trunk,Replaceable,,,3508
CAR895,Front_Bumper,Repairable,Scratch,,944
CAR895,Roof,Repairable,Scratch,,1303
CAR895,Hood,Repairable,Dent,Extreme,3012
CAR895,Front_Bumper,Replaceable,,,3436
CAR895,Trunk,Replaceable,,,4240
CAR895,Front_Bumper,Replaceable,,,3934
CAR895,Hood,Repairable,Dent,Extreme,3098
CAR895,Hood,Repairable,Dent,Extreme,2582
CAR895,Trunk,Repairable,Scratch,,631
CAR896,Front_Bumper,Repairable,Dent,Deep,4365
CAR896,Hood,Replaceable,,,4131
CAR896,Rear_Door,Replaceable,,,3179
CAR897,Rear_Door,Replaceable,,,3111
CAR898,Hood,Replaceable,,,3109
CAR899,Rear_Door,Replaceable,,,4040
CAR899,Hood,Replaceable,,,3996
CAR899,Front_Bumper,Repairable,Scratch,,1492
CAR900,Rear_Door,Replaceable,,,3119
CAR901,Roof,Repairable,Scratch,,719
CAR901,Rear_Door,Repairable,Scratch,,1226
CAR901,Front_Bumper,Replaceable,,,3542
CAR901,Roof,Replaceable,,,4413
CAR901,Trunk,Repairable,Dent,Deep,3526
CAR902,Trunk,Repairable,Dent,Deep,3753
CAR902,Front_Bumper,Replaceable,,,3665
CAR902,Hood,Replaceable,,,4729
CAR902,Front_Bumper,Replaceable,,,4831
CAR902,Rear_Door,Replaceable,,,4990
CAR903,Hood,Repairable,Dent,Extreme,3318
CAR903,Roof,Replaceable,,,4748
CAR903,Front_Bumper,Repairable,Scratch,,1494
CAR903,Rear_Door,Repairable,Scratch,,1157
CAR903,Trunk,Replaceable,,,4725
CAR903,Rear_Door,Replaceable,,,4469
CAR904,Rear_Door,Replaceable,,,3662
CAR904,Trunk,Replaceable,,,4728
CAR904,Hood,Replaceable,,,4965
CAR904,Roof,Replaceable,,,3245
CAR904,Front_Bumper,Repairable,Dent,Deep,4420
CAR905,Hood,Repairable,Scratch,,635
CAR906,Hood,Replaceable,,,4637
CAR906,Trunk,Replaceable,,,3576
CAR907,Front_Bumper,Repairable,Scratch,,994
CAR907,Roof,Repairable,Scratch,,566
CAR907,Roof,Replaceable,,,4091
CAR907,Hood,Replaceable,,,3712
CAR907,Hood,Repairable,Scratch,,1151
CAR908,Rear_Door,Repairable,Dent,Shallow,1736
CAR908,Front_Bumper,Replaceable,,,4914
CAR908,Trunk,Repairable,Dent,Shallow,1577
CAR908,Front_Bumper,Replaceable,,,4281
CAR908,Hood,Replaceable,,,4045
CAR908,Rear_Door,Replaceable,,,3131
CAR909,Rear_Door,Replaceable,,,4746
CAR910,Front_Bumper,Repairable,Dent,Extreme,2900
CAR910,Trunk,Replaceable,,,3201
CAR910,Hood,Repairable,Scratch,,612
CAR911,Rear_Door,Repairable,Scratch,,1053
CAR912,Roof,Replaceable,,,3213
CAR912,Rear_Door,Replaceable,,,4970
CAR913,Hood,Repairable,Dent,Shallow,1748
CAR914,Hood,Repairable,Scratch,,784
CAR914,Front_Bumper,Replaceable,,,3146
CAR915,Roof,Replaceable,,,3170
CAR916,Rear_Door,Replaceable,,,4463
CAR917,Trunk,Repairable,Scratch,,911
CAR917,Hood,Replaceable,,,3777
CAR918,Roof,Replaceable,,,3570
CAR918,Trunk,Replaceable,,,3824
CAR918,Rear_Door,Replaceable,,,4644
CAR918,Front_Bumper,Repairable,Scratch,,1470
CAR918,Roof,Replaceable,,,3851
CAR919,Rear_Door,Repairable,Dent,Deep,3835
CAR919,Front_Bumper,Replaceable,,,3314
CAR920,Front_Bumper,Replaceable,,,3776
CAR921,Front_Bumper,Replaceable,,,3126
CAR921,Trunk,Repairable,Scratch,,650
CAR921,Hood,Replaceable,,,4375
CAR921,Front_Bumper,Repairable,Scratch,,1258
CAR921,Hood,Replaceable,,,3705
CAR922,Roof,Repairable,Scratch,,691
CAR922,Trunk,Replaceable,,,3195
CAR922,Rear_Door,Replaceable,,,4316
CAR923,Trunk,Repairable,Scratch,,1482
CAR923,Trunk,Repairable,Scratch,,1268
CAR923,Trunk,Repairable,Dent,Shallow,1700
CAR923,Rear_Door,Replaceable,,,3060
CAR923,Roof,Replaceable,,,4300
CAR923,Rear_Door,Replaceable,,,4951
